"s","o","s_name","s_wikipage"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/education/engineer-training-programme/","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://foreigner.groupe-esa.com/accueil103.html","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://masterasp.irccyn.ec-nantes.fr/index_en.html","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/education/masters/master-of-science-in-applied-mechanics-br-b-design-of-systems-and-products-b--74141.kjsp?RH=500","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/education/masters/master-of-science-in-applied-mechanics-br-b-metallic-and-composites-complex-assemblies-b--74140.kjsp?RH=500","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/research/fluid-mechanics-laboratory-76693.kjsp?RH=1253611162329","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/research/research-institute-of-communication-and-cybernetics-of-nantes-76684.kjsp?RH=1253611162329","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ecole-navale.fr/-Contents-in-English-.html","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/servlet/com.univ.collaboratif.utils.LectureFichiergw?ID_FICHE=8892&OBJET=0008&ID_FICHIER=27796","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/education/masters/master-of-sciences-and-techniques-in-urban-environment-br-b-atmosphere-water-and-urban-environment-b--63586.kjsp?RH=500","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.ec-nantes.fr/version-anglaise/education/masters/sma-hydrodynamics-energetics-and-propulsion-br-b-energetics-and-propulsion-b--66646.kjsp?RH=500","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.emship.eu/","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://www.nantes.archi.fr/","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_centrale_de_Nantes","http://emaro.irccyn.ec-nantes.fr","École Centrale de Nantes","http://en.wikipedia.org/wiki/École_centrale_de_Nantes"
"http://dbpedia.org/resource/%C3%89cole_nationale_sup%C3%A9rieure_de_l'a%C3%A9ronautique_et_de_l'espace","http://www.planete-sciences.org/robot/eurobot2004/resultat/finales.php","ISAE formation SUPAERO","http://en.wikipedia.org/wiki/École_nationale_supérieure_de_l'aéronautique_et_de_l'espace"
